,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age_in_years,Dt_Customer_Day,Dt_Customer_Month,Dt_Customer_Year,TotalMntSpent,Total_Number_Purchases,Age Segmentation
1726,Graduation,Single,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,Spain,66,20,5,2013,1067,17,Above 65 years
1727,Graduation,Together,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,Spain,53,12,3,2013,2047,21,Between 45 and 54
1728,Graduation,Single,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,Spain,69,11,1,2013,630,24,Above 65 years
1729,Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,Spain,66,23,11,2012,1540,23,Above 65 years
1730,Master,Single,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,Central America,66,23,11,2012,1540,23,Above 65 years
1731,Graduation,Together,63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,Spain,62,5,10,2012,1005,26,Between 55 and 64
1732,2n Cycle,Together,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,Spain,40,25,9,2012,1289,19,Between 35 and 44
1733,2n Cycle,Together,66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,South America,40,25,9,2012,1289,19,Between 35 and 44
1734,Graduation,Single,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,Spain,56,8,8,2012,1722,18,Between 55 and 64
1735,Graduation,Married,41443.0,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,South America,45,1,4,2014,482,20,Between 45 and 54
1736,PhD,Married,57072.0,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,Central America,61,24,1,2014,1034,27,Between 55 and 64
1737,Graduation,Together,54178.0,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,Germany,55,21,1,2014,194,10,Between 55 and 64
1738,PhD,Single,48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,Australia,72,1,1,2014,63,9,Above 65 years
1739,Master,Single,51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,Central America,67,18,12,2013,43,6,Above 65 years
1740,Graduation,Single,43020.0,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,United States of America,52,30,11,2013,223,12,Between 45 and 54
1741,Graduation,Single,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,India,59,23,10,2013,195,11,Between 55 and 64
1742,Graduation,Single,72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,Spain,67,17,9,2013,1151,17,Above 65 years
1743,2n Cycle,Together,25176.0,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,Germany,46,10,8,2013,13,4,Between 45 and 54
1744,Graduation,Together,96876.0,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,1,0,Spain,45,6,8,2013,1941,24,Between 45 and 54
1745,2n Cycle,Married,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,Germany,43,4,5,2013,48,6,Between 35 and 44
1746,Graduation,Single,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,Spain,39,16,4,2013,23,4,Between 35 and 44
1747,Graduation,Divorced,76773.0,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,Spain,68,25,2,2013,1156,16,Above 65 years
1748,Graduation,Married,72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,Australia,57,13,2,2013,1947,16,Between 55 and 64
1749,PhD,Married,83837.0,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,India,74,16,12,2012,1318,25,Above 65 years
1750,Graduation,Married,17345.0,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,Spain,44,3,11,2012,58,7,Between 35 and 44
1751,Master,Single,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,United States of America,64,4,9,2012,1143,16,Between 55 and 64
1752,Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,India,61,15,6,2014,43,6,Between 55 and 64
1753,Basic,Married,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,Spain,61,15,6,2014,43,6,Between 55 and 64
1754,Master,Married,69661.0,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,India,42,13,5,2014,834,23,Between 35 and 44
1755,PhD,Together,27922.0,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,South America,43,10,5,2014,41,6,Between 35 and 44
1756,Master,Together,45903.0,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,South America,56,23,4,2014,66,8,Between 55 and 64
1757,Master,Single,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,Spain,45,16,4,2014,76,8,Between 45 and 54
1758,Master,Married,70777.0,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,Spain,54,25,2,2014,787,23,Between 45 and 54
1759,Graduation,Married,17148.0,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,Central America,46,28,1,2014,68,11,Between 45 and 54
1760,Master,Together,66476.0,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,Germany,53,4,12,2013,1013,26,Between 45 and 54
1761,Master,Married,45057.0,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,United States of America,43,1,12,2013,50,6,Between 35 and 44
1762,Graduation,Married,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,Spain,54,6,11,2013,81,9,Between 45 and 54
1763,PhD,Single,51411.0,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,Australia,63,5,11,2013,186,9,Between 55 and 64
1764,Master,Single,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,India,36,24,9,2013,10,4,Between 35 and 44
1765,PhD,Together,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,Spain,39,21,7,2013,27,5,Between 35 and 44
1766,2n Cycle,Single,41473.0,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,Spain,37,19,6,2013,76,6,Between 35 and 44
1767,2n Cycle,Divorced,31395.0,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,Spain,66,23,3,2013,64,10,Above 65 years
1768,PhD,Widow,68117.0,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,1,0,Spain,75,10,3,2013,930,25,Above 65 years
1769,2n Cycle,Widow,47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,Spain,47,15,2,2013,521,19,Between 45 and 54
1770,Master,Married,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,0,Spain,50,10,2,2013,2346,23,Between 45 and 54
1771,PhD,Divorced,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,Spain,53,20,1,2013,792,23,Between 45 and 54
1772,PhD,Together,84460.0,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,0,Spain,64,4,1,2013,523,22,Between 55 and 64
1773,Graduation,Single,66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,Spain,60,5,12,2012,1065,19,Between 55 and 64
1774,Graduation,Divorced,23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,Spain,53,26,10,2012,67,6,Between 45 and 54
1775,Graduation,Single,35893.0,1,1,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,India,54,15,10,2012,199,15,Between 45 and 54
1776,Graduation,Divorced,71128.0,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,United States of America,49,6,10,2012,1615,27,Between 45 and 54
1777,2n Cycle,Together,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,India,33,4,10,2012,341,17,Between 25 and 34
1778,Graduation,Married,37150.0,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,United States of America,51,11,9,2012,467,21,Between 45 and 54
1779,Graduation,Married,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,Spain,46,31,8,2012,1080,28,Between 45 and 54
1780,PhD,Married,51650.0,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,India,46,11,5,2014,191,10,Between 45 and 54
1781,Master,Together,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,Spain,66,17,4,2014,130,8,Above 65 years
1782,PhD,Single,46854.0,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,1,0,India,49,31,3,2014,263,15,Between 45 and 54
1783,Basic,Married,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,Spain,26,17,2,2014,16,4,Between 25 and 34
1784,PhD,Together,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,Germany,53,16,2,2014,42,5,Between 45 and 54
1785,Graduation,Divorced,153924.0,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Spain,47,7,2,2014,6,0,Between 45 and 54
1786,Graduation,Married,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,Spain,44,2,1,2014,745,20,Between 35 and 44
1787,Master,Married,61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,Central America,52,13,12,2013,573,21,Between 45 and 54
1788,Graduation,Married,58025.0,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,India,43,26,11,2013,470,18,Between 35 and 44
1789,Master,Married,83790.0,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,South America,74,15,11,2013,1615,25,Above 65 years
1790,Graduation,Together,34350.0,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,Australia,43,19,10,2013,48,5,Between 35 and 44
1791,PhD,Widow,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,Spain,64,22,9,2013,90,11,Between 55 and 64
1792,2n Cycle,Married,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,Spain,36,7,9,2013,55,8,Between 35 and 44
1793,PhD,Married,60491.0,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,Spain,51,6,9,2013,1028,28,Between 45 and 54
1794,PhD,Married,59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,Spain,58,29,7,2013,1048,28,Between 55 and 64
1795,Graduation,Married,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,Spain,48,1,7,2013,30,4,Between 45 and 54
1796,Graduation,Married,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,South America,48,1,7,2013,30,4,Between 45 and 54
1797,PhD,Single,51411.0,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,India,69,26,5,2013,18,4,Above 65 years
1798,Graduation,Divorced,71964.0,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,Spain,64,20,5,2013,1870,17,Between 55 and 64
1799,PhD,Together,64504.0,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,Spain,69,4,3,2013,1314,25,Above 65 years
1800,Graduation,Married,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,Spain,61,2,2,2013,315,14,Between 55 and 64
1801,Master,Single,60482.0,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,South America,46,23,1,2013,507,17,Between 45 and 54
1802,PhD,Single,55260.0,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,South America,50,12,12,2012,1139,25,Between 45 and 54
1803,Master,Widow,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,Spain,53,17,11,2012,1461,25,Between 45 and 54
1804,Master,Together,47175.0,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,South America,60,28,10,2012,240,17,Between 55 and 64
1805,Graduation,Divorced,68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,United States of America,55,30,8,2012,2074,30,Between 55 and 64
1806,PhD,Together,56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,Spain,41,4,8,2012,906,30,Between 35 and 44
1807,Graduation,Together,83033.0,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,South America,36,18,5,2014,1761,26,Between 35 and 44
1808,Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,India,46,7,2,2014,84,7,Between 45 and 54
1809,Graduation,Single,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,Spain,46,7,2,2014,84,7,Between 45 and 54
1810,Graduation,Married,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,Spain,71,10,1,2014,34,6,Above 65 years
1811,2n Cycle,Married,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,Central America,52,21,12,2013,65,8,Between 45 and 54
1812,Graduation,Divorced,63033.0,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,United States of America,63,15,11,2013,1102,16,Between 55 and 64
1813,PhD,Single,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,Central America,55,30,9,2013,57,6,Between 55 and 64
1814,Graduation,Married,40059.0,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,United States of America,38,28,9,2013,414,12,Between 35 and 44
1815,Graduation,Married,80067.0,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,India,68,19,9,2013,1600,17,Above 65 years
1816,PhD,Single,36038.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,Spain,41,31,5,2013,47,8,Between 35 and 44
1817,PhD,Single,51411.0,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,Australia,41,31,5,2013,47,8,Between 35 and 44
1818,Graduation,Together,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,Spain,54,5,4,2013,21,4,Between 45 and 54
1819,PhD,Married,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,Spain,66,3,4,2013,1161,19,Above 65 years
1820,Graduation,Single,11012.0,1,0,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,India,38,16,3,2013,84,9,Between 35 and 44
1821,Graduation,Divorced,31615.0,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,Spain,46,16,3,2013,51,7,Between 45 and 54
1822,Graduation,Married,51411.0,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,Australia,51,3,3,2013,97,10,Between 45 and 54
1823,PhD,Married,69098.0,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,Spain,73,16,2,2013,2440,25,Above 65 years
1824,Graduation,Widow,70792.0,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,Spain,71,6,2,2013,1272,19,Above 65 years
1825,Graduation,Married,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,Spain,43,13,1,2013,11,4,Between 35 and 44
1826,Basic,Married,25443.0,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,South America,33,22,12,2012,32,5,Between 25 and 34
1827,PhD,Married,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,Spain,50,23,11,2012,496,18,Between 45 and 54
1828,2n Cycle,Single,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,Spain,41,27,8,2012,31,4,Between 35 and 44
1829,2n Cycle,Married,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,South America,41,19,6,2014,55,7,Between 35 and 44
1830,Graduation,Single,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,Spain,50,16,4,2014,48,7,Between 45 and 54
1831,Master,Married,56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,Central America,51,23,3,2014,63,6,Between 45 and 54
1832,PhD,Single,66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,Spain,53,3,3,2014,1288,20,Between 45 and 54
1833,2n Cycle,Married,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,Spain,37,18,2,2014,37,6,Between 35 and 44
1834,Graduation,Married,82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,Germany,58,25,1,2014,902,21,Between 55 and 64
1835,PhD,Married,61917.0,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,Spain,48,20,11,2013,91,7,Between 45 and 54
1836,Graduation,Together,43482.0,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,India,56,13,11,2013,88,9,Between 55 and 64
1837,Graduation,Divorced,68274.0,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,South America,43,30,9,2013,305,13,Between 35 and 44
1838,Graduation,Single,42373.0,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,Spain,48,15,8,2013,163,13,Between 45 and 54
1839,Master,Together,51411.0,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,Australia,68,23,6,2013,207,11,Above 65 years
1840,Graduation,Single,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,Australia,43,10,6,2013,545,19,Between 35 and 44
1841,PhD,Widow,80995.0,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,Central America,64,11,5,2013,1482,22,Between 55 and 64
1842,Graduation,Divorced,30992.0,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,Central America,46,22,4,2013,43,5,Between 45 and 54
1843,PhD,Together,78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,Spain,51,21,4,2013,1816,18,Between 45 and 54
1844,Graduation,Married,74268.0,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,South America,67,14,2,2013,892,13,Above 65 years
1845,Graduation,Together,75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,Spain,60,23,1,2013,1073,19,Between 55 and 64
1846,Graduation,Together,56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,Spain,59,7,12,2012,597,22,Between 55 and 64
1847,Graduation,Together,59925.0,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,Spain,67,30,11,2012,766,23,Above 65 years
1848,Graduation,Together,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,Spain,62,31,8,2012,819,23,Between 55 and 64
1849,Graduation,Together,62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,Central America,62,31,8,2012,819,23,Between 55 and 64
1850,PhD,Married,23626.0,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,Germany,52,24,5,2014,43,10,Between 45 and 54
1851,Master,Together,46106.0,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,South America,46,11,5,2014,54,5,Between 45 and 54
1852,Graduation,Married,81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,Spain,57,7,5,2014,1193,18,Between 55 and 64
1853,Graduation,Married,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,Spain,43,7,3,2014,101,8,Between 35 and 44
1854,Graduation,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,India,65,25,2,2014,89,9,Between 55 and 64
1855,Graduation,Together,26091.0,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,Spain,65,25,2,2014,89,9,Between 55 and 64
1856,Master,Married,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,Australia,53,18,2,2014,20,4,Between 45 and 54
1857,Graduation,Together,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,Spain,51,17,1,2014,122,11,Between 45 and 54
1858,Graduation,Married,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,Germany,37,19,12,2013,1131,23,Between 35 and 44
1859,Graduation,Widow,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,Spain,77,5,11,2013,1103,25,Above 65 years
1860,Graduation,Together,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,United States of America,67,24,10,2013,257,12,Above 65 years
1861,Graduation,Together,38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,Central America,67,24,10,2013,257,12,Above 65 years
1862,PhD,Married,40233.0,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,South America,47,14,10,2013,149,13,Between 45 and 54
1863,2n Cycle,Married,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,Spain,53,8,6,2013,78,7,Between 45 and 54
1864,Graduation,Together,67605.0,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,Spain,35,31,3,2013,938,17,Between 35 and 44
1865,Master,Single,70379.0,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,Central America,46,3,3,2013,860,25,Between 45 and 54
1866,2n Cycle,Divorced,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,Spain,65,26,1,2013,789,22,Between 55 and 64
1867,Graduation,Married,55759.0,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,Central America,60,28,11,2012,854,26,Between 55 and 64
1868,Master,Single,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,Spain,71,17,11,2012,103,7,Above 65 years
1869,Graduation,Together,51369.0,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,South America,46,25,10,2012,576,16,Between 45 and 54
1870,Graduation,Single,91249.0,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,1,0,Spain,66,20,10,2012,1676,22,Above 65 years
1871,2n Cycle,Together,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,Spain,44,4,9,2012,1149,25,Between 35 and 44
1872,Master,Married,44159.0,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,South America,52,17,6,2014,275,15,Between 45 and 54
1873,Graduation,Together,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,Spain,60,23,5,2014,1033,14,Between 55 and 64
1874,Graduation,Together,76081.0,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,India,60,23,5,2014,1033,14,Between 55 and 64
1875,Graduation,Divorced,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,Australia,48,22,5,2014,15,4,Between 45 and 54
1876,PhD,Together,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,Spain,49,21,3,2014,660,25,Between 45 and 54
1877,Graduation,Single,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,South America,75,5,3,2014,1157,18,Above 65 years
1878,Graduation,Single,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,United States of America,59,29,12,2013,1918,19,Between 55 and 64
1879,Graduation,Married,71866.0,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,Australia,66,25,12,2013,715,20,Above 65 years
1880,Master,Together,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,Spain,40,5,12,2013,1804,27,Between 35 and 44
1881,PhD,Divorced,55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,Spain,78,27,11,2013,682,20,Above 65 years
1882,PhD,Married,156924.0,0,0,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Central America,73,29,8,2013,8,0,Above 65 years
1883,2n Cycle,Together,30753.0,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,Central America,55,11,7,2013,81,7,Between 55 and 64
1884,Master,Together,54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,Spain,66,9,7,2013,227,16,Above 65 years
1885,Graduation,Together,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,Spain,47,19,5,2013,13,4,Between 45 and 54
1886,Master,Together,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,Spain,71,28,4,2013,185,10,Above 65 years
1887,Graduation,Married,76998.0,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,Central America,67,11,1,2013,1910,29,Above 65 years
1888,Master,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,South America,51,14,10,2012,1564,24,Between 45 and 54
1889,Master,Together,80573.0,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,Spain,51,14,10,2012,1564,24,Between 45 and 54
